belongs_to_collection;genres;id;imdb_id;original_title;overview;poster_path;release_date;runtime;tagline;title;video;vote_average
{'id': 43072, 'name': 'The Mask Collection', 'poster_path': '/pl2vNt9XlxITTgm8wCQ2Y6ThkpT.jpg', 'backdrop_path': '/ucDNm5TJW1ji7kIjnX2SZYm7ATM.jpg'};[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}];854;tt0110475;The Mask;When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.;/v8x8p441l1Bep8p82pAG6rduBoK.jpg;29/07/1994;101.0;From zero to hero.;The Mask;False;6.6
;[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}];855;tt0265086;Black Hawk Down;When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.;/yUzQ4r3q1Dy0bUAkMvUIwf0rPpR.jpg;28/12/2001;144.0;Leave No Man Behind.;Black Hawk Down;False;7.2
;[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}];856;tt0096438;Who Framed Roger Rabbit;'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.;/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg;21/06/1988;104.0;It's the story of a man, a woman, and a rabbit in a triangle of trouble.;Who Framed Roger Rabbit;False;7.2
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}];857;tt0120815;Saving Private Ryan;As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.;/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg;24/07/1998;169.0;The mission is a man.;Saving Private Ryan;False;7.9
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];858;tt0108160;Sleepless in Seattle;A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.;/afkYP15OeUOD0tFEmj6VvejuOcz.jpg;24/06/1993;105.0;What if someone you never met, someone you never saw, someone you never knew was the only someone for you?;Sleepless in Seattle;False;6.5
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];859;tt0094947;Dangerous Liaisons;Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned in this love triangle drama.;/2rXbkUzM5ySwh3FmsFWSZdkMiaP.jpg;16/12/1988;119.0;Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.;Dangerous Liaisons;False;7.1
{'id': 151263, 'name': 'WarGames Collection', 'poster_path': '/tPvDCajdnC6RpuKQqRI9G62IJ7f.jpg', 'backdrop_path': '/tBWSIMflBa1tUvSVVqLCuwviW1y.jpg'};[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}];860;tt0086567;WarGames;High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.;/rQocmooj7bFKS2vZfzWBB5O12eR.jpg;03/06/1983;114.0;Is it a game, or is it real?;WarGames;False;7.0
;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}];861;tt0100802;Total Recall;Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.;/ikYpJ0AjGBNnAYFnPJDUVIOcduR.jpg;01/06/1990;113.0;They stole his mind, now he wants it back.;Total Recall;False;7.1
{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'};[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];862;tt0114709;Toy Story;Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.;/rhIRbceoE9lR4veEXuwCC2wARtG.jpg;30/10/1995;81.0;;Toy Story;False;7.7
{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'};[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];863;tt0120363;Toy Story 2;Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.;/3CmK3XurcLeUyMifCR28ibzupbB.jpg;30/10/1999;92.0;The toys are back!;Toy Story 2;False;7.3
;[{'id': 35, 'name': 'Comedy'}];864;tt0106611;Cool Runnings;When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.;/neDmp7VSnopcjUcN8rgz9jusJyC.jpg;30/09/1993;98.0;One dream. Four Jamaicans. Twenty below zero.;Cool Runnings;False;6.8
;[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}];865;tt0093894;The Running Man;By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.;/ni5PkWh3J3Zx4pVk5JYGTywZDqW.jpg;13/11/1987;101.0;A game nobody survives. But Schwarzenegger has yet to play.;The Running Man;False;6.4
;[{'id': 18, 'name': 'Drama'}];866;tt0308644;Finding Neverland;Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”;/7VNtGDhKLefRhJWYokfP3hBh0uV.jpg;17/10/2004;106.0;Where will your imagination take you?;Finding Neverland;False;7.2
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];867;tt0108162;Sliver;A women moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after the tenant fell from the balcony.;/av21Dfu31DQPtp5jkorMMS58rQC.jpg;21/05/1993;108.0;You like to watch... don't you?;Sliver;False;4.9
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];868;tt0468565;Tsotsi;The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.;/6ylcfUctX2OXYI1poyKSA5epVEi.jpg;18/08/2005;94.0;In this world... Redemption comes just once.;Tsotsi;False;6.9
;[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}];869;tt0133152;Planet of the Apes;After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.;/uHp6PTo7SCrqdH5wCSrCCf8EQFX.jpg;25/07/2001;119.0;You'll be sorry you were ever born human;Planet of the Apes;False;5.6
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];870;tt0330229;ドールズ;Dolls is a film about Japanese doll theater and a human love story illustrated through beautiful imagery. This film is a lot more sensitive than most Kitano films.;/jEc5Y1SkKL45y2OPWm3wZHynbZv.jpg;05/09/2002;114.0;;Dolls;False;7.6
{'id': 1709, 'name': 'Planet of the Apes Original Collection', 'poster_path': '/r7TBDEcpBAuFoqdtUz7z2nSeFej.jpg', 'backdrop_path': '/eYf3GRnuVCgeFQfEo0qK7ua5rCR.jpg'};[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}];871;tt0063442;Planet of the Apes;An  U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.;/lj3k2LU4LYpQA3gfJM3uqo7HCf7.jpg;07/02/1968;112.0;Somewhere in the Universe, there must be something better than man!;Planet of the Apes;False;7.5
;[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}];872;tt0045152;Singin' in the Rain;In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.;/d5J53CwrVs6txB8zhE6qS2QhIV.jpg;10/04/1952;103.0;What a Glorious Feeling!;Singin' in the Rain;False;7.9
;[{'id': 18, 'name': 'Drama'}];873;tt0088939;The Color Purple;"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.";/2a50LyRInWGLWq3u3DeGBQnvBHR.jpg;18/12/1985;154.0;It's about life. It's about love. It's about us.;The Color Purple;False;7.7
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}];874;tt0060665;A Man for All Seasons;A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.;/mLFfDCdSH6wetMIIbG08hg51PbD.jpg;12/12/1966;120.0;...a motion picture for all times!;A Man for All Seasons;False;7.5
;[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}];875;tt0023458;Shanghai Express;Shanghai Express is an American love story and adventure film by Josef von Sternberg from 1932 starring Marlene Dietrich. The film takes place in a train during the Chinese civil war.;/ausvToB221szRJkSN6lWcS9lfaS.jpg;02/02/1932;80.0;;Shanghai Express;False;6.5
;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}];876;tt0142032;Frank Herbert's Dune;A three part mini-series based on Frank Herbert's classic Science Fiction novel entailing politics, betrayal, lust, greed and the coming of a Messiah.;/xhLPh6po1r1qDnemdCj8pGS2MvG.jpg;03/12/2000;292.0;Discover the greatest treasure in the universe.;Frank Herbert's Dune;False;6.7
;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];877;tt0023427;Scarface;Big Louis Costillo, last of the old-style gang leaders is slain, and his former bodyguard Tony Camonte is taken into custody. Since Costillo's body has never been found, the police have to release him, though they strongly suspect Johnny Lovo paid Tony to remove Big Louis. Tony begins taking over the rackets in town with violent enforcement, and he becomes a threat to Johnny and the other bosses unless they work for Tony. Meanwhile, Tony's sister wants to be more independent, but finds it difficult to escape from her brother's overprotective grasp. The dissatisfaction of the other bosses and the relentless pursuit of the police push Tony towards a major confrontation.;/ai9WOjgNRXo42D0GJIIdi7toZ5x.jpg;09/04/1932;90.0;The rise and fall of a power hungry mobster.;Scarface;False;7.5
;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];879;tt0102057;Hook;The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.;/6plGuz8L3fvkuENB0G2ZpBz6kej.jpg;11/12/1991;144.0;What if Peter Pan grew up?;Hook;False;6.7
;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}];880;tt0112379;Antonia;After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.;/bIQp2SJrVXiQttv9hXeqliQox0K.jpg;12/09/1995;102.0;A motion picture that celebrates everything you love about life.;Antonia's Line;False;7.2
;[{'id': 18, 'name': 'Drama'}];881;tt0104257;A Few Good Men;When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.;/WgWLwk55YaXFZdlMnPJTKlxGcz.jpg;11/12/1992;138.0;;A Few Good Men;False;7.1
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];883;tt0379217;Coffee and Cigarettes;Coffee And Cigarettes is a collection of eleven films from cult director Jim Jarmusch. Each film hosts star studded cast of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.;/myLbZRsgRVyfj1luCvUcgB9cjGs.jpg;05/09/2003;96.0;;Coffee and Cigarettes;False;6.9
